date,demand,demand_smooth,demand_norm
2020-11-30,1.262740683936723,1.262740683936723,0.01301738232219188
2020-12-31,0.0,0.6313703419683615,0.00650869116109594
2021-01-31,4.542464656195828,1.9350684467108505,0.019948296677916647
2021-02-28,9.576346219177129,4.706270291790986,0.04851615258710296
2021-03-31,4.228047477538844,6.115619450970601,0.0630448971376508
2021-04-30,6.054890326887606,6.619761341201193,0.06824201148840135
2021-05-31,15.287870192657813,8.523602665694755,0.08786839299094171
2021-06-30,14.18767805390464,11.843479524483351,0.12209244776576528
2021-07-31,11.553362405309894,13.676303550624118,0.14098672382820418
2021-08-31,18.077296426362892,14.606112295192474,0.1505719665217627
2021-09-30,16.699840472090038,15.44349976792094,0.15920445379566345
2021-10-31,19.497990598188014,18.09170916554698,0.18650440115353845
2021-11-30,25.291296072440993,20.496375714239683,0.21129370605193604
2021-12-31,19.785810137703017,21.52503226944401,0.22189795427776943
2022-01-31,23.783847924649216,22.953651378264407,0.2366253495132872
2022-02-28,31.79457910482202,25.121412389058083,0.25897243488054417
2022-03-31,33.454088419922726,29.67750514979799,0.30594043244044067
2022-04-30,42.29603916776322,35.84823556416932,0.36955345927396466
2022-05-31,40.99665057911142,38.915592722265785,0.401174330727295
2022-06-30,42.591689180417895,41.96145964243084,0.4325736629153537
2022-07-31,57.704597799315216,47.097645852948176,0.48552174673873394
2022-08-31,54.51714992824249,51.60447896932519,0.5319819348711811
2022-09-30,59.204152558313815,57.14196676195718,0.5890669695248781
2022-10-31,56.66546102728074,56.79558783794568,0.585496207182645
2022-11-30,63.50045556008392,59.7900230485595,0.616365338486841
2022-12-31,69.30144157763704,63.15578605500057,0.6510624258762651
2023-01-31,67.28402327873638,66.69530680548579,0.6875507527612064
2023-02-28,76.24578230331075,70.94374905322805,0.7313472326846999
2023-03-31,75.01880252409259,72.84953603537991,0.7509936716463279
2023-04-30,78.73956090346016,76.6680485769545,0.7903580782011197
2023-05-31,79.78962144438833,77.84932829064702,0.8025356930179997
2023-06-30,91.69149067848454,83.40689100877768,0.859827676718029
2023-07-31,86.12550983864668,85.86887398717317,0.8852078470952026
2023-08-31,83.64934975116527,87.15545008943216,0.8984709447547218
2023-09-30,92.67545411719826,87.48343790233673,0.901852116211309
2023-10-31,85.83252869013393,87.38577751949917,0.9008453516734272
2023-11-30,92.70029721025843,90.40276000586353,0.9319469190688195
2023-12-31,85.01727059274322,87.85003216437853,0.9056312750891574
2024-01-31,88.37286984138153,88.69681254812774,0.9143605923103552
2024-02-29,95.1553000706739,89.51514683493288,0.922796663480162
2024-03-31,97.8705892283671,93.79958638014084,0.9669642335171187
2024-04-30,96.02797928938749,96.35128952947616,0.993269314116948
2024-05-31,95.18948299517871,96.36268383764444,0.9933867761323959
2024-06-30,94.65077916720463,95.28941381725694,0.9823226151624855
2024-07-31,90.04897931893213,93.29641382710516,0.961777111901239
2024-08-31,93.0986263108651,92.59946159900062,0.9545923480546702
2024-09-30,94.07038519322268,92.40599694100665,0.9525979532822707
2024-10-31,100.0,95.72300383469592,0.9867924220673304
2024-11-30,96.94219767853126,97.00419429058464,1.0
2024-12-31,88.25385449791801,95.06535072548309,0.9800127862585656
2025-01-31,96.27672139683175,93.82425785776034,0.9672185676497811
2025-02-28,93.07022179725674,92.53359923066883,0.9539133839251966
2025-03-31,91.48678999017547,93.61124439475465,0.9650226475190742
2025-04-30,96.18066777423095,93.5792265205544,0.9646925806138811
2025-05-31,97.36191749651614,95.00979175364085,0.9794400381186676
2025-06-30,96.43416614025237,96.65891713699982,0.996440595624654
2025-07-31,88.79595130116675,94.19734497931177,0.9710646603293801
2025-08-31,90.32687945654165,91.85233229932027,0.9468903171770954
2025-09-30,92.27386016018153,90.46556363929665,0.9325943512122687
2025-10-31,94.2126679056048,92.27113584077598,0.951207692776352
